url,napoletano,italiano
https://www.napoligrafia.it/musica/testi/ammoreCanta.htm,Pe chi canto? E chi so'? Canto! Canto pe Napule,Per chi canto? E chi sono? Canto! Canto per Napoli
https://www.napoligrafia.it/musica/testi/letteraNatale.htm,'O suldato italiano,Il soldato italiano
https://www.napoligrafia.it/musica/testi/llommoCuDenare.htm,"""Fiatta"", pare proprio 'nu salotto, guarda cca","""Fiat"", sembra proprio un salotto, guarda qua"
https://www.napoligrafia.it/musica/testi/niniTirabuscio.htm,aspettanno,aspettando
https://www.napoligrafia.it/musica/testi/tatonnoQuagliarella.htm,cchiacchiere,pettegolezzi
https://www.napoligrafia.it/musica/testi/tititiTititiTititi.htm,"""Ma chi siete?"" ""So' chillo 'e Titì""","""Ma chi siete?"" ""Sono quello di Titì"""
https://www.napoligrafia.it/musica/testi/loGuarracino.htm,"d'áleghe e pile de vojo marino, cu li buttune e buttunèra","di alghe e peli di bue marino, con bottoni e bottoniera"
https://www.napoligrafia.it/musica/testi/surrientoNnammurate.htm,Te sanno 'e nnuttate d'argiento,Ti conoscono le notti d'argento
https://www.napoligrafia.it/musica/testi/chitarrataAmmore.htm,'A cunuscette dinto,La conobbi in primavera
https://www.napoligrafia.it/musica/testi/oPrincipeIndiano.htm,"Mo, 'stu princepe straniero, se ne torna â parte 'e fore","Ora, questo principe. straniero"
https://www.napoligrafia.it/musica/testi/albergoAllegria.htm,"E chist'uocchie, belle e","E questi occhi, belli e"
https://www.napoligrafia.it/musica/testi/aSigaretta.htm,"retta, Va' trova qua' vico","retta, Vai a sapere quale vicolo"
https://www.napoligrafia.it/musica/testi/tarantelluccia.htm,tutt' 'o ddifficile,tutto il difficile
https://www.napoligrafia.it/musica/testi/pigliatilloPigliatillo.htm,"Pigliatillo, pigliatillo","Prenditelo, prenditelo"
https://www.napoligrafia.it/musica/testi/mariaMari.htm,Pare che giá s'arape,Sembra che già si apra
https://www.napoligrafia.it/musica/testi/canzonaBella.htm,Ve stanno priparanno giá 'na festa,Vi stanno preparando già una festa
https://www.napoligrafia.it/musica/testi/aSerenata.htm,Dimane mar'a te,Domani povera te
https://www.napoligrafia.it/musica/testi/natale_PostiglioneBovioValente.htm,"zampogna, 'a luntano, 'int'ô scuro, se lagna","zampogna, da lontano, nell'oscurità, si lagna"
https://www.napoligrafia.it/musica/testi/attentiAlleDonne.htm,"Si dice ""No"" 'na femmena, allora ha ditto ""Sí""","Se dice ""No"" una donna, allora ha detto ""Sì"""
https://www.napoligrafia.it/musica/testi/maVePareVePareVePa.htm,"tu che gesto indecente vuó fá?""",che gesto indecente vuoi fare?
https://www.napoligrafia.it/musica/testi/oCchiuBelluNomme.htm,"Stanotte, pe Maria, cántano pure 'e pprete 'e miez'â via","Stanotte, per Maria, cantano anche le pietre della strada"
https://www.napoligrafia.it/musica/testi/aRumbaScugnizze.htm,"Magnáteve 'o cocco, magnáteve 'o cocco","Mangiatevi il cocco, mangiatevi il cocco"
https://www.napoligrafia.it/musica/testi/addioNapule.htm,"D'ammore, chi mme 'ncontra, che vo' parlá mme pare","D'amore, chi m'incontra, mi sembra che voglia parlare"
https://www.napoligrafia.it/musica/testi/terraMia.htm,"Nun è overo, nun è sempe 'o stesso, tutt' 'e juorne po' cagnà","Non è vero, non è sempre uguale, tutti i giorni può cambiare"
https://www.napoligrafia.it/musica/o-padrone.htm,Ca 'ncopp'â terra po' cagnà,Che sulla terra possa cambiare
https://www.napoligrafia.it/musica/testi/ePpentite.htm,e 'nnant'a 'st'uocchie veco sulo a te,e davanti a questi occhi vedo solo te
https://www.napoligrafia.it/musica/testi/mmeChiammeAmmore.htm,e i' cerco sulo 'ammore e niente cchiù,e io cerco solo amore e niente più
https://www.napoligrafia.it/musica/testi/paeseMio.htm,Quant'è bello 'stu mare,Com'è bello questo mare
https://www.napoligrafia.it/musica/testi/zappatore.htm,"dice: ""Mo torna, core 'e mamma soja, se vene a piglià ll'ùrdemo suspiro""","dice: ""Ora torna, cuore di mamma sua, viene a prendersi l'ultimo respiro"""
https://www.napoligrafia.it/musica/testi/canzoneAppassiunata.htm,"'nnammurato, stu core che cantaje matina e sera","innamorato, questo cuore che cantò mattina e sera"
https://www.napoligrafia.it/musica/testi/carmela_DeCurtis.htm,"Canta, Carmè', tantu bella è 'sta voce a sentí","Canta, Carmela, tanto bella è questa voce da sentire"
https://www.napoligrafia.it/musica/testi/napuleCaNunMore.htm,"'Sta voce ca te piglia ogne mumento, nun so' chitarre e nun so' manduline, è 'o sole, ll'aria ca, pe 'dò cammine, è tutta 'na canzone attuorno a te","Questa voce che ti prende in ogni momento, non sono chitarre e non sono mandolini, è il sole, l'aria che, dove cammini, è tutta una canzone intorno a te"
https://www.napoligrafia.it/musica/testi/serenatellaCumpagnaScola.htm,"niente, nun mm' 'o pòzzo arricurdà","niente, non me lo posso ricordare"
https://www.napoligrafia.it/musica/testi/coreSpezzato.htm,e nun s'ha dda suná 'st'Ave Maria,e non si deve suonare quest'Ave Maria
https://www.napoligrafia.it/musica/testi/oRitrattoNapule.htm,e saje pecchè? Si te chiammo,e sai perchè? Se ti chiamo
https://www.napoligrafia.it/musica/testi/canzoneChiarastella.htm,o nun s'usano cchiù,o non si usano più
https://www.napoligrafia.it/musica/testi/uocchieArraggiunate.htm,Comm'a 'na seta fina,Come una seta pregiata
https://www.napoligrafia.it/musica/testi/serenatellaNera.htm,"ca nun t'ha fatto niente, 'o strazio 'e 'sti lamiente, cu 'o sango sujo te dà, speranno 'e te cummòvere","quest'anima. che non ti ha fatto niente, lo strazio di questi lamenti, sperando di commuoverti"
https://www.napoligrafia.it/musica/testi/mandulinataNapule.htm,canta canzone e addora d'erba 'e mare,canta canzoni e profuma di erba di mare
https://www.napoligrafia.it/musica/testi/carcioffola.htm,"Nun saccio a chi voglio, cunzígliame oje má', si troppo mme 'mbroglio","Non so chi voglio, consigliami, o mamma, se troppo mi sbaglio"
https://www.napoligrafia.it/musica/testi/tornaMaggio.htm,"vuje durmite, ma nun ve sceta 'stu prufumo doce? 'E primmavera nun sentite 'e vvoce? Ma vuje, core 'mpietto, ne tenite? Vocca addirosa comm'a 'na","dormite, ma non vi sveglia questo profumo dolce? Della primavera non sentite le voci? Ma voi, cuore in petto, ne avete? Bocca profumata come una"
https://www.napoligrafia.it/musica/testi/napuleMaria.htm,"dispettosa, ma sincera, ca mo chiagne e mo sta allèra, si gire 'o munno, nun 'a puó truvà","dispettosa, ma sincera, che ora piange ed ora è allegra, se giri il mondo, non la puoi trovare"
https://www.napoligrafia.it/musica/testi/tarantelluccia.htm,"Notte e silenzio, lietto sincero","Notte e silenzio, letto sincero"
https://www.napoligrafia.it/musica/testi/aRumbaScugnizze.htm,Mo t' 'e ccoglio e mo t' 'e vvengo,Ora te li colgo e ora te li vendo
https://www.napoligrafia.it/musica/testi/raziella.htm,"Essa dicéa, cantanno doce doce: ""Aniello mio, io sempe t'aggi' 'a amà""","Lei diceva, cantando dolcemente: ""Aniello mio, sempre ti devo amare"""
https://www.napoligrafia.it/musica/testi/carmelaMia.htm,"Tu sî gelosa, assaje gelosa 'e me, comm'io geluso songo 'e te, Carmè'","Tu sei gelosa, tanto gelosa di me, come io geloso sono di te, Carmela"
https://www.napoligrafia.it/musica/testi/oBbene.htm,Quanno te sento 'o core mio,Quando ti sento il mio
https://www.napoligrafia.it/musica/testi/loCardillo.htm,"No, rommore non fá co li ppenne, gué, cardí, tu ll'aviss' 'a scetá? Si affacciata po sta a lo barcone, pe 'na rosa ll'aviss' 'a pigliá? Gué, cardí, vì ca lla tu te stuone, va' vatténne cardí, nn' 'addurá","No, non fare rumore con le piume, neh, cardellino, che magari la svegli? Se poi sta affacciata al balcone, per una rosa la potresti scambiare? O, cardellino, stai attento che lì ti stordisci, vai, vattene cardellino, non la annusare"
https://www.napoligrafia.it/musica/testi/vicinoAte_DeFilippo.htm,'Nfacci'a 'stu mare,Di fronte a questo mare
https://www.napoligrafia.it/musica/testi/serenataNapulitana_DiGiacomoCosta.htm,"Ma pecché nun t'affacce? Ma pecché, ma pecché mme ne cacce, Catarì, senza manco parlá? Ma ce sta 'nu destino, e io ce credo e ce spero","Ma perchè non ti affacci? Ma perchè, ma perchè mi cacci, Caterina, senza nemmeno parlare? Ma c'è un destino, e io ci credo e ci spero"
https://www.napoligrafia.it/musica/testi/quannoNascetteNinno.htm,"e ll'uno po deceva 'nfacci'a ll'ato: ""Ché tardammo? Priesto, jammo","sbatteva il cuore nel petto di questi pastori. e uno poi diceva di fronte all'altro: ""Perchè tardiamo?"
https://www.napoligrafia.it/musica/testi/aSirena.htm,"ca, sotto Pròceta, 'ncantate, ll'uommene, fa rummané","che, sotto Procida, incantati, gli uomini, fa rimanere"
https://www.napoligrafia.it/musica/testi/surdate.htm,"'O tenente ha suspirato: ""Napule è bella assaje, Napule è bella","Il tenente ha sospirato: ""Napoli è molto bella, Napoli è bella"
https://www.napoligrafia.it/musica/testi/tammurriataAmericana.htm,"E affitto, pe fà sentere 'e ccanzone, 'n'orchestra 'e Vascio Puorto, americana","E affitto, per far sentire le canzoni, un'orchestra giù al porto, americana"
https://www.napoligrafia.it/musica/testi/cientoAppuntamente.htm,Tutt' 'a gente mm' 'o,Tutta la gente me lo
https://www.napoligrafia.it/musica/testi/palomma.htm,"Palomma, Palomma ca vuole","Farfalla, Farfalla che voli"
https://www.napoligrafia.it/musica/testi/uocchieDoro.htm,Ddoje fèlle 'e luna 'mmiez'ô,Due fette di luna nel cielo
https://www.napoligrafia.it/musica/testi/adduormete.htm,.,.
https://www.napoligrafia.it/musica/testi/oRitrattoNapule.htm,Napulitano,Napoletano
https://www.napoligrafia.it/musica/testi/aSignoraChaChaCha.htm,"Vieni, bamos, baila con migo señora","Vieni, bamos, baila con migo señora"
https://www.napoligrafia.it/musica/testi/tuSiNaCosaGrande.htm,"pe mme, 'na cosa ca mme fà 'nnamurà, 'na cosa che si tu guard'a mme, me ne moro accussì guardanno a te","me, una cosa che mi fa innamorare, una cosa che se tu guardi me, muoio così, guardando te"
https://www.napoligrafia.it/musica/testi/hannAturna.htm,"strata, chi te dice 'a parulella, chi te manna 'na 'mmasciata","la strada, chi ti dice una parolina, chi ti manda un messaggio"
https://www.napoligrafia.it/musica/testi/oMarenaro.htm,"voglio bene, ca ce simmo spusate pe passione","voglio bene, che ci siamo sposati per passione"
https://pulcinella291.forumfree.it/,Comm'è calma 'a muntagna stanotte,più calma di mo non l'ho vista mai!
https://www.napoligrafia.it/musica/testi/anemaCore.htm,"Specie si ê vvote tu mme dice, distratta, 'a veritá","Specie se a volte tu mi dici, distratta, la verità"
https://www.napoligrafia.it/musica/testi/tammurriataAntica.htm,"senza pizzo, quanno Maria Sufia torna a palazzo","senza protuberanza, quando Maria Sofia torna a palazzo"
https://www.napoligrafia.it/musica/testi/popoloVesuviano.htm,'o cchiù napulitano,più napoletano
https://www.napoligrafia.it/musica/testi/eDenare.htm,nun se po' cchiù guvernà,non si può più governare
https://www.napoligrafia.it/musica/testi/ciccioFormaggio.htm,"Mme guardaste, mme diciste: ""Mi piacete pure a me""","mi guardasti, mi dissi: ""Mi piacete anche a me"""
https://www.napoligrafia.it/musica/testi/oCiucciariello.htm,"sulagna, 'mmiez'a ll'addore e a ll'aria 'e campagna, 'na carretta piccerella, chianu chiano, se ne va","solitaria, tra il profumo e l'aria di campagna, un carretto piccolino, piano piano, se ne va"
https://www.napoligrafia.it/musica/testi/siPutesseCagnarmeStuCore.htm,"Ah – ah – ah – ah – ah, campasse felice pe sempe cu tte","Ah – ah – ah – ah – ah, vivrei felice per sempre con te"
https://www.napoligrafia.it/musica/testi/maVePareVePareVePa.htm,e pe forza mme ll'aggi' 'a pigliá,e per forza me la devo prendere
https://www.napoligrafia.it/musica/testi/laPanse.htm,E perché ce l'hai mettuta? Se nun sbaglio l'ho capito,E perché l'hai messa? Se non sbaglio l'ho capito
https://www.napoligrafia.it/musica/testi/llurdemoBicchiere.htm,Ce steva 'na perzona e se n'è ghiuta,C'era una persona e se ne è andata
https://www.napoligrafia.it/musica/testi/bellaMia.htm,nn'ha dda avé,non deve avere
https://www.napoligrafia.it/musica/testi/cinematografo.htm,"'nnanz'a 'sta gente?""","davanti a questa gente?"""
https://www.napoligrafia.it/musica/testi/oVascio.htm,sentinella,sentinella
https://www.napoligrafia.it/musica/testi/aRumbaScugnizze.htm,Cotogne,Mele cotogne
https://www.napoligrafia.it/musica/testi/mieroloAffurtunato.htm,"Miérolo affurtunato, Mo chiágnono cu mico","Merlo fortunato, Ora piangono con me"
https://www.napoligrafia.it/musica/testi/aStraniera.htm,"Se 'ntrecciano 'e mmane, se 'ntreccia l'ammore","Si intrecciano le mani, si intreccia l'amore"
https://www.napoligrafia.it/musica/testi/zingaraMia.htm,"Zingara mia, ha miso int'a 'sti vvène","Zingara mia, ha messe in queste vene"
https://www.napoligrafia.it/musica/testi/aBellaPusilleco.htm,'sti sciure 'e pponno fa sulo 'sti tterre,Questi fiori li possono fare solo queste terre
https://www.napoligrafia.it/musica/testi/lavannare.htm,"Si mme vuó, vengo a guaglione","Se mi vuoi, arrivo come un ragazzo"
https://www.napoligrafia.it/musica/testi/trapanarella.htm,muro,e sento l'odore dei maccheroni
https://www.napoligrafia.it/musica/testi/esta.htm,"E chi vo' fá niente? E chi po' fá niente? Mo piglio, mme spoglio, mme 'nfilo 'int'ô lietto, mme leggo 'nu foglio, mme metto a fumá","E chi vuol fare niente? E chi può fare niente? Ora prendo, mi spoglio, mi infilo nel letto, mi leggo un giornale, mi metto a fumare"
https://www.napoligrafia.it/musica/testi/varcaNapulitana.htm,"Varca napulitana, sola tu sî fedele e over'è","Barca napoletana, solo tu sei fedele ed è vero"
https://www.napoligrafia.it/musica/testi/llommoCuDenare.htm,'nu cummanno tu mm'hê 'a dá,e ti porto
https://www.napoligrafia.it/musica/testi/oGranPascia.htm,Senza curarme 'e te,Senza preoccuparmi di te
https://www.napoligrafia.it/musica/testi/lariula.htm,"Tiénete 'o muccaturo arricamato, tutta 'sta rrobba mia t' 'a benedico","Prenditi il fazzoletto ricamato, tutta questa mia roba te la benedico"
https://www.napoligrafia.it/musica/testi/dujeParavise.htm,"""Mo, San Pié', si","""Ora, San Pietro, se"
https://www.napoligrafia.it/musica/testi/scapricciatiello.htm,"ca te pierde, figlio 'e mammà","che ti perdi, figlio mio"
https://www.napoligrafia.it/musica/testi/attentiAlleDonne.htm,"Giunta alla casa, alle undici, confida alla mammá: ""Mammá, ho trovato un ""chiòchiaro""","confida alla madre: ""Mamma, ho trovato uno sciocco. più sciocco di papà"""
https://www.napoligrafia.it/musica/testi/pupazzetti.htm,"'mmiez'ê rrose e 'mmiez'ê sciure, nun parlaje 'sta vocca mia, parlaje 'stu core","tra le rose e tra i fiori, non parlò questa mia bocca, parlò questo cuore"
https://www.napoligrafia.it/musica/testi/tarantellaInternazionale.htm,"Nu' pe dicere, chesta è 'a scuperta 'e ll'America, basta sèntere","Non per dire, questa è la scoperta dell'America, basta sentire"
https://www.napoligrafia.it/musica/testi/carcerato.htm,"Pagliariccio e ccancelle, chesta è 'a vita 'e chi 'ncarcere sta","Pagliericcio e inferriate, questa è la vita di chi in carcere sta"
https://www.napoligrafia.it/musica/testi/manellaMia.htm,"fantasia, si 'sta cundanna 'e morte aggi' 'a paté, pòrtate appriesso tutt' 'a vita mia","voglia, se questa condanna a morte devo patire, portati dietro tutta la mia vita"
https://www.napoligrafia.it/musica/testi/serenataSmargiassa.htm,"'e ffate sî 'a cchiù bella, se non ti affacci cu 'stu chiaro 'e luna, poso 'a chitarra, caccio 'a rivuldella","delle fate sei la più bella, se non ti affacci con questo chiaro di luna, poso la chitarra, tiro fuori la rivoltella"
https://www.napoligrafia.it/musica/testi/balconeChiuso.htm,‘a tantu tiempo chiuso Sta ‘nchiuso,da tanto tempo chiuso E’ chiuso
https://www.napoligrafia.it/musica/testi/loGuarracino.htm,a lo speruto 'nnammoratiello,allo speranzoso innamoratino
https://www.napoligrafia.it/musica/testi/oMareMargellina.htm,"Margellina, Margellina, calamita 'e marenare","Mergellina, Mergellina, calamita dei marinai"
https://www.napoligrafia.it/musica/testi/napulioneEnapule.htm,"proprio comm'a Napulione, Napuliò? Napule, Napule, Napuliò, ma 'a meglio d' 'e ffurtezze ca tu vuò t'ha ditto no","proprio come Napoleone, Napoleò? Napole, Napole, Napoleò, ma la migliore tra le fortezze che vuoi t'ha detto no"
https://www.napoligrafia.it/musica/testi/balconeChiuso.htm,"Sta ‘nchiuso, comme chiusa sta ‘int’ô core","E’ chiuso, come è chiusa nel cuore"
https://www.napoligrafia.it/musica/testi/siCeLassammo.htm,"Ce sperde, ce stregne, pecché","Ci smarrisce, ce stringe, perché"
https://www.napoligrafia.it/musica/testi/tiempeFelice.htm,"mio, mé, viene a la fatica â terra 'e tato","cuore mia, dai, vieni a lavorare nella terra di tuo padre"
https://www.napoligrafia.it/musica/testi/eTuChiSi.htm,dint'a 'sti mmane meje sî 'na bambù,fra le mie mani sei una bambola
https://www.napoligrafia.it/musica/testi/aStraniera.htm,"Sî rimasta 'ncantata 'a 'stu cielo, sî rimasta 'ncantata 'a 'stu mare","Sei rimasta incantata da questo cielo, sei rimasta incantata da questo mare"
https://www.napoligrafia.it/musica/testi/oGuappoNnammurato.htm,duzzina,dozzina
https://www.napoligrafia.it/musica/testi/commBellaStagione.htm,Dicimmo 'a veritá,Diciamo la verità
https://www.napoligrafia.it/musica/testi/zampugnariello.htm,e doppo ce spusammo dint'ô mese,e dopo ci sposiamo entro il mese
https://www.napoligrafia.it/musica/testi/caruliCuStUocchieNire.htm,"Tu sî tosta overo ma sî troppo bella, chi t'ha cunusciuta nun te po' scurdare","Tu sei dura davvero ma sei troppo bella, chi ti ha conosciuta non ti può dimenticare"
https://www.napoligrafia.it/musica/testi/dojeMadonne.htm,"Mo songo 'nu spergiuro, Aggio vuluto bene a ddoje","Ora sono uno spergiuro, Ho voluto bene a due"
https://www.napoligrafia.it/musica/testi/stuVinoCheTeFa.htm,"Vino speciale, mme so' calmato e alla donnaccia vile, io certamente nun ce faccio 'o mmale","Vino speciale, mi sono calmato e alla donnaccia vile, io certamente non faccio del male"
https://www.napoligrafia.it/musica/testi/seChiammaMistero.htm,'Stu penziero se chiamma: Mistero,Questo pensiero si chiama: Mistero
https://www.napoligrafia.it/musica/testi/magnificaGente.htm,"Gente, magnifica gente, elegante e potente, ma 'sta gente che fa? Gente, che ama la gente, 'sta gente addó sta? Gente, magnifica gente, vicina e distante","Gente, magnifica gente, elegante e potente, ma questa gente che fa? Gente, che ama la gente, questa gente dove sta? Gente, che vede e che sente. e fa finta di niente"
https://www.napoligrafia.it/musica/testi/maChiSa.htm,m'accattaje 'na penna 'argiento,mi comprai una penna d'argento
https://www.napoligrafia.it/musica/testi/poveruCore.htm,"ca fa nuttate chiare, chiare, chiare","che fa nottate chiare, chiare, chiare"
https://www.napoligrafia.it/musica/testi/campagnolaVesuviana.htm,Che terra 'e fuoco è chesta. E stu calore,Che terra di fuoco è questa. E questo calore
https://www.napoligrafia.it/musica/testi/chiSeNneScordaCchiu.htm,"Io risponno: “'Na voglia maje, Rusinè, nun dubità”","Io rispondo: “Non sia mai, Rosina, non dubitare”"
https://www.napoligrafia.it/musica/testi/eBbuscie.htm,"Ma pecché, ma pecché nun","Ma perchè, ma perchè non mi"
https://www.napoligrafia.it/musica/testi/quannUnoGuaglione.htm,Tutte campagna e sicarette 'e tre,Tutta campagna e sigarette
https://www.napoligrafia.it/musica/testi/mandulinoNapulitano.htm,"e tu, vurría sapé, chi sî?""","e tu, vorrei sapere, chi sei?"""
https://www.napoligrafia.it/musica/testi/llArteSole.htm,"Chistu core, 'a masto 'e","Questo cuore, da fabbro"
https://www.napoligrafia.it/musica/testi/sfurtunatiello.htm,"Chi sbaglia se curregge, ognuno po' sbaglià","Chi sbaglia si corregge, ognuno può sbagliare"
https://www.napoligrafia.it/musica/testi/tatonnoQuagliarella.htm,"Riguardo ô ttaffiatorio, mm' 'a scorcio bona 'a màneca",Per quanto riguarda il cibo abbondante. mi rimbocco bene la manica
https://www.napoligrafia.it/musica/testi/lunaCaprese.htm,Cu me cantate 'sta canzone,Con me cantate questa canzone
https://www.napoligrafia.it/musica/testi/amaroBbene.htm,Sento ca mme ll'arrobbo ogne mumento,Sento di rubare ogni momento
https://www.napoligrafia.it/musica/testi/canzuncellaFurastiere.htm,e nuje t' 'o dammo,e noi te lo diamo
https://www.napoligrafia.it/musica/testi/eQuatteMaggio.htm,"Facimmoce 'o sicondo quatt' 'e maggio, che ce penzammo a fá, si 'o munno accussí va? E tenevo 'na bella","facciamoci il secondo quattro di maggio, che ci pensiamo a fare, se il mondo va così? E avevo una bella fidanzata"
https://www.napoligrafia.it/musica/testi/martellacore.htm,Statte attiento si arrassusia,"ti dicesse: ""Tu mi devi sposare"""
https://www.napoligrafia.it/musica/testi/attentiAlleDonne.htm,Quanno 'na femmena mme vene,Quando una donna mi viene a
https://www.napoligrafia.it/musica/testi/aSirena.htm,"cu 'nu regno e 'na vita felice?""","con un regno e una vita felice?"""
https://www.napoligrafia.it/musica/testi/tititiTititiTititi.htm,"fisso, mm'acalo, mm'aizo, mme metto a fuì","fisso, mi abbasso, mi alzo, mi metto a scappare"
https://www.napoligrafia.it/musica/testi/chiappariello.htm,"'A notte penza â mamma e penza ê frate, penza ca nun vo' fá cchiù cose 'e male, pe nun addeventá comm'a chist'ate, ca giá so' delinquente abituale","La notte pensa alla mamma e pensa ai fratelli, pensa che non vuol fare più qualcosa di male, per non diventare come tutti questi altri, che sono già delinquenti abituali"
https://www.napoligrafia.it/musica/testi/serenatellaCumpagnaScola.htm,ca se chiammava,che si chiamava
https://www.napoligrafia.it/musica/testi/oViulino.htm,Ma 'nu juorno tatillo dicette,Ma un giorno papino disse
https://www.napoligrafia.it/musica/testi/mmeSoMbriacatoSole.htm,e vuó sapé pecché? Mme so' 'mbriacato 'e sole,e vuoi sapere perchè? Mi sono ubriacato di sole
https://www.napoligrafia.it/musica/testi/maronnaMia.htm,E' gente 'e niente,E' gente insignificante
https://www.napoligrafia.it/musica/testi/durmi.htm,Stanotte t'addurmive 'mbracci'a mme,Stanotte ti addormentavi in braccio a me
https://www.napoligrafia.it/musica/testi/simmoNapulePaisa.htm,nce dice a nuje,"""Signori"""
https://www.napoligrafia.it/musica/testi/cuMme.htm,a te piglià sultanto,a prenderti solo
https://www.napoligrafia.it/musica/testi/senzaVarca.htm,Daje 'na voce? E nisciuno risponne,Chiami? E nessuno risponde
https://www.napoligrafia.it/musica/testi/lunaNnammurata.htm,"Oje luna, luna, lu","O luna, luna, lu"
https://www.napoligrafia.it/musica/testi/ojeMaDammillo.htm,"Mo nun mm' 'o vuó dà cchiù? Oje ma', dammillo","Ora non me lo vuoi più dare? O mamma, dammelo"
https://www.napoligrafia.it/musica/testi/oCiucciariello.htm,"aggarbato, tu ca nc'hê visto sempe abbracciate, 'na prumessa 'e matrimonio, a sentiste pure tu","tu che ci hai visti sempre abbracciati, una promessa di matrimonio, l'hai sentita anche tu. Lei diceva: ""Sei la vita mia"
https://www.napoligrafia.it/musica/testi/quannoNascetteNinno.htm,se jettero azzeccanno chiano chiano,si avvicinarono piano piano
https://www.napoligrafia.it/musica/testi/primmaSicondaTerza.htm,"'o purtone, benedicenno 'a strada ô Chiatamone","portone, benedicendo la strada al Chiatamone"
https://www.napoligrafia.it/musica/testi/addioNapule.htm,Quanto nc'è de cchiù caro,Quanto c'è di più caro
https://www.napoligrafia.it/musica/testi/mandulinataBlu.htm,"'sta mandulinata suspira pe tte, 'o cchiù doce d' 'e suonne","questa mandolinata sospira per te, il più dolce dei sogni"
https://www.napoligrafia.it/musica/testi/commeFacetteMammeta.htm,"E pe fá sti ttrezze d'oro, e pe fá sti ttrezze d'oro",E per fare queste trecce. d'oro
https://www.napoligrafia.it/musica/testi/napuleCaSeNeVa.htm,Marechiaro,Marechiaro
https://www.napoligrafia.it/musica/testi/maista.htm,"Ma a Carmela, mia dorge","Ma a Carmela, mia dolce"
https://www.napoligrafia.it/musica/testi/vicinoAte_DeFilippo.htm,vicino a me,vicino a me
https://www.napoligrafia.it/musica/testi/oCchiuBelluNomme.htm,"pe nun te dì maje comme, tant'ate t'hanno ditto, tant'ate t'hanno scritto","per non dirti mai come, tanti altri ti hanno detto, tanti altri ti hanno scritto"
https://www.napoligrafia.it/musica/testi/siTuorneNapule.htm,"Ammore, si nun tuorne tu","Amore, se non torni tu"
https://www.napoligrafia.it/musica/testi/malincunia.htm,'Na campanella ca sona triste ll'Ave Maria,Una campanella che suona triste l'Ave Maria
https://www.napoligrafia.it/musica/testi/commeFacetteMammeta.htm,"Bella mia, tu qua' muneta? Bella mia, tu qua' muneta? Vuó sapé che nce servette? Vuó sapé che nce servette? 'Na miniera sana sana, tutta fatta a filagrana, nce vulette pe sti ttrezze, che, a vasá, nun ce sta prezzo","Bella mia, tu quale moneta? Bella mia, tu quale moneta? Vuoi sapere cosa le servì? Vuoi sapere cosa le servì? Una miniera intera. tutta fatta di filigrana, ci volle per queste trecce, che, a baciarle, non c'è prezzo"
https://www.napoligrafia.it/musica/testi/giuliettaEromeo.htm,Sicché 'a pace se facette,Così la pace si fece
https://www.napoligrafia.it/musica/testi/varcaLucenteMangieri.htm,"'O mare s'è addurmuto, 'a luna s'è 'ncantata, 'e stelle so' cadute","Il mare si è addormentato, la luna si è incantata, le stelle sono cadute"
https://www.napoligrafia.it/musica/testi/padroneDoMare.htm,E 'o vverde 'e 'st'uocchie belle,E il verde di questi occhi belli
https://www.napoligrafia.it/musica/testi/oMeseRrose.htm,Chist'è 'o mese d' 'e,Questo è il mese delle
https://www.napoligrafia.it/musica/testi/ePiccerella.htm,"'A mamma ha ditto: ""Oje","Mamma ha detto: ""O"
https://www.napoligrafia.it/musica/testi/cientoStrade.htm,E po,E poi
https://www.napoligrafia.it/musica/testi/vienemeNzuonno.htm,"Io conto 'e juorne suffrenno, vulenno sultanto a te","Conto i giorni soffrendo, volendo solo te"
https://www.napoligrafia.it/musica/testi/addioPulecenella.htm,Vuje che dicite? Comme mme,Voi che dite? Come mi
https://www.napoligrafia.it/musica/testi/aSerenata.htm,"'e piccerillo, 'mmano a te? Te spasse? E nun fa niente","da bambino, nelle tue mani? Ti diverti? E non fa niente"
https://www.napoligrafia.it/musica/testi/cientAnneNuJuorno.htm,facette restá,fece rimanere
https://www.napoligrafia.it/musica/testi/teLasso.htm,E chi vène a parlarte male 'e màmmema,E chi viene a parlarti male di mia mamma
https://www.napoligrafia.it/musica/testi/teofiloPennacchio.htm,"Non ti chiedo un pentimento, no no","Non ti chiedo un pentimento, no no"
https://www.napoligrafia.it/musica/testi/nAccordoInFa.htm,"La donna dice: ""Una capanna e un cuore"", ma quanno vede 'e ccarte 'e mille lire, se mette pure cu 'nu scupatore","La donna dice: ""Una capanna e un cuore"", ma quando vede le mille lire. si mette con uno spazzino"
https://www.napoligrafia.it/musica/testi/oGuardamachine.htm,di adattare il mio vascio1,di adattare il mio vascio1
https://www.napoligrafia.it/musica/testi/aVoceMamma.htm,Tutt' 'e mmamme s' 'e,Tutte le mamme chiamano a
https://www.napoligrafia.it/musica/testi/vurria.htm,"ca nun mme lassa maje, 'sta freva",che non mi lascia mai. questa smania
https://www.napoligrafia.it/musica/testi/nAccordoInFa.htm,"e trovo scritto: ""Rosa Imperatore","e trovo scritto: ""Rosa Imperatore"
https://www.napoligrafia.it/musica/testi/pupazzetti.htm,'O tiempo vola e va,Il tempo vola e va
https://www.napoligrafia.it/musica/testi/commZzuccaro.htm,te sanno cumbiná,ti sanno combinare
https://www.napoligrafia.it/musica/testi/tatonnoQuagliarella.htm,e pe se lamentà perdette 'a voce,e nel lamentarsi perse la voce
